Observation Date,Temperature,Salinity,Dissolved Oxygen,On/Off,Probability
2008-08-11,28.958000000000002,30.099,5.13,0,0.5452
2008-08-11,29.185,30.671,4.36,0,0.5908
2008-08-11,29.381,32.742,4.63,0,0.5835
2008-08-13,26.4879,33.9394,3.7804,1,0.3567
2008-08-13,29.366,32.602,4.42,1,0.5912
2008-08-13,29.58,30.85,4.72,1,0.6097
2008-08-13,29.646,29.531999999999996,4.52,1,0.6312
2008-08-13,27.7582,31.9734,3.8031,1,0.4781
2008-08-13,27.9776,31.9456,3.7293,1,0.5007
2008-08-13,27.8484,31.8604,3.7063,1,0.4907
2008-08-13,30.930999999999997,29.465,5.32,1,0.7047
2008-08-13,28.1239,31.9035,3.6298,1,0.5179
2008-08-13,29.791999999999998,29.241999999999997,4.82,1,0.6342
2008-08-13,27.6971,32.2896,3.6363,1,0.4771
2008-08-13,29.97300000000001,28.476999999999997,4.78,1,0.6552
2008-08-13,26.9192,32.2658,3.7537,1,0.4047
2008-08-13,29.639,28.767,4.45,1,0.6381
2008-08-13,29.639,28.767,5.72,1,0.5907
2008-08-14,29.878,29.448,5.18,1,0.6267
2008-08-14,26.4442,33.974000000000004,3.785,1,0.3528
2008-08-14,29.122,29.326999999999998,6.68,1,0.5042
2008-08-14,26.3595,33.8077,3.6408,1,0.3522
2008-08-14,29.408,29.252,5.18,1,0.5882
2008-08-14,26.826999999999998,33.6535,3.6351,1,0.3921
2008-08-14,28.891,30.759,5.11,1,0.5355
2008-08-14,29.623,29.051,5.46,1,0.5974
2008-08-14,26.961,33.5597,3.5897,1,0.4059
2008-08-14,29.441,28.673000000000002,5.13,1,0.5968
2008-08-14,28.933000000000003,29.401,5.61,1,0.529
2008-08-14,27.5631,32.0749,3.6492,1,0.4662
2008-08-14,28.736,29.561999999999998,4.72,1,0.5454
2008-08-14,29.05,29.799,5.4,1,0.5448
2008-08-14,25.8911,32.2016,4.625,1,0.2918
2008-08-14,29.103,29.031,4.81,1,0.5776
2008-08-14,20.2409,32.9357,4.4829,1,0.0526
2008-08-14,29.215,29.489,5.51,1,0.5571
2008-08-14,18.7501,33.2513,4.6006,1,0.0308
2008-08-14,29.359,29.421999999999997,5.21,1,0.5817
2008-08-14,21.6295,32.5473,4.8513,1,0.0798
2008-08-14,22.0109,32.4324,4.8329,1,0.0908
2008-08-14,28.851,28.993000000000002,5.14,1,0.543
2008-08-14,28.718000000000004,29.475,5.02,1,0.5326
2008-08-14,27.559,30.489,4.97,1,0.4253
2008-08-14,26.761,31.003,4.38,1,0.3762
2008-08-16,26.875999999999998,31.143,5.1996,1,0.3548
2008-08-16,27.715,30.734,4.9108,1,0.4395
2008-08-16,21.121,32.174,6.0094,1,0.0574
2008-08-16,29.83,30.95,4.7622,1,0.6284
2008-08-16,23.45,31.776999999999997,5.5832,1,0.1309
2008-08-17,28.761999999999997,29.211,5.1144,1,0.5346
2008-08-17,29.32,32.81,4.7509,1,0.5731
2008-08-17,29.6,32.77,4.6823,1,0.6001
2008-08-17,28.82,29.425,5.3275,1,0.5299
2008-08-17,29.38,30.57,4.7623,1,0.5929
2008-08-17,29.51,29.89,4.8437,1,0.6055
2008-08-17,29.48,30.67,4.525,1,0.6097
2008-08-17,29.64,28.85,4.8764,1,0.622
2008-08-17,29.63,28.46,4.8437,1,0.6249
2008-08-17,29.56,28.74,4.878,1,0.616
2008-08-17,21.738000000000003,32.149,5.6827,1,0.074
2008-08-17,29.49,29.06,4.9107,1,0.6067
2008-08-17,29.55,30.07,4.7244,1,0.6121
2008-08-17,29.34,31.16,4.82,1,0.5833
2008-08-17,29.38,31.5,4.8651,1,0.5828
2008-08-18,29.24,30.48,4.8551,0,0.5779
2008-08-18,29.29,28.75,4.9808,0,0.5891
2008-08-19,24.1719,32.1212,3.9455,0,0.1998
2008-08-19,24.2561,32.102,3.9704,0,0.204
2008-08-19,24.7771,32.3502,3.9072,0,0.2363
2008-08-19,24.2476,32.4307,3.8318,0,0.2056
2008-08-19,25.2457,32.3291,3.7441,0,0.2728
2008-08-19,26.1474,32.2182,3.6632,0,0.3443
2008-08-19,26.4289,31.8813,3.7344,0,0.3667
2008-08-19,25.0903,32.1864,4.3156,0,0.2457
2008-08-19,24.0269,32.4574,4.0088,0,0.1887
2008-08-19,22.8561,32.2367,4.171,0,0.1308
2008-08-20,21.738000000000003,32.149,5.6827,1,0.074
2008-08-20,29.05,29.19,5.0711,1,0.5618
2008-08-20,27.046999999999997,31.549,4.9297,1,0.3761
2008-08-20,28.73,29.09,5.0254,1,0.5361
2008-08-20,27.331999999999997,31.026,4.8303,1,0.4074
2008-08-20,29.94,29.49,4.7701,1,0.6465
2008-08-20,27.483,30.726,8.8649,1,0.2792
2008-08-20,27.14,29.84,4.9112,1,0.3959
2008-08-20,28.44,30.48,4.888,1,0.5062
2008-08-20,28.16,30.23,4.9336,1,0.4813
2008-08-21,28.18,30.36,5.5406,1,0.4584
2008-08-21,27.15,30.42,5.2037,1,0.3819
2008-08-21,22.699,32.138000000000005,5.1428,1,0.1091
2008-08-21,27.83,30.22,4.7815,1,0.4582
2008-08-21,28.65,29.15,4.6938,1,0.5416
2008-08-21,25.046,32.036,5.3417,1,0.215
2008-08-21,28.66,29.09,4.7181,1,0.542
2008-08-21,29.07,29.35,4.9571,1,0.5669
2008-08-21,26.34800000000001,31.954,5.3559,1,0.3031
2008-08-21,28.8,30.14,4.7737,1,0.5449
2008-08-21,25.877,31.930999999999997,5.228,1,0.2731
2008-08-21,29.22,29.05,4.648,1,0.5937
2008-08-21,25.866999999999997,31.955,5.157,1,0.2745
2008-08-21,29.08,31.63,4.7966,1,0.5584
2008-08-21,29.25,30.43,4.1137,1,0.6073
2008-08-21,25.730999999999998,31.861,5.3275,1,0.2602
2008-08-21,25.503,31.985,5.4696,1,0.2402
2008-08-22,24.734,32.013000000000005,5.7253,1,0.1876
2008-08-22,24.581999999999997,31.121,6.2083,1,0.1721
2008-08-25,24.462,31.362,5.4411,1,0.1825
2008-08-25,23.205,31.936999999999998,5.8389,1,0.1167
2008-08-25,24.06,32.071999999999996,5.2991,1,0.1625
2008-08-25,24.054000000000002,31.844,5.2565,1,0.164
2008-08-25,24.561,31.523000000000003,5.1996,1,0.193
2008-08-25,23.749000000000002,31.682,5.2138,1,0.1511
2008-08-26,24.323,31.584,5.0007,0,0.1846
2008-08-26,23.86,31.373,5.086,0,0.1601
2008-08-26,23.822,31.189,8.7513,0,0.0959
2008-08-26,23.814,31.574,5.086,0,0.1572
2008-08-26,24.122,32.062,5.3275,0,0.165
2008-08-26,23.58,31.989,5.6827,0,0.1338
2008-08-26,22.884,31.239,5.2991,0,0.1157
2008-10-09,20.2284,32.1761,6.4131,0,0.04
2008-10-09,21.4504,32.6492,6.1738,0,0.0618
2008-10-09,22.5173,32.7101,5.9949,0,0.0899
2008-10-09,23.2004,32.7459,6.0405,0,0.111
2008-10-09,23.256,32.221,5.17,0,0.1291
2008-10-09,23.084,32.323,5.1,0,0.1233
2008-10-09,25.158,33.203,5.06,0,0.2239
2008-10-09,22.5743,32.5774,6.2647,0,0.0884
2008-10-09,21.8709,33.2021,6.1524,0,0.0703
2008-10-09,21.6318,33.2762,6.2023,0,0.0643
2008-10-09,22.912,32.306999999999995,5.47,0,0.111
2008-10-09,22.864,32.080999999999996,6.21,0,0.099
2008-10-09,22.646,32.231,6.89,0,0.0834
2008-10-09,22.683000000000003,32.106,5.77,0,0.0994
2008-10-09,21.4487,33.1115,5.9834,0,0.0628
2008-10-10,22.976,32.071999999999996,4.51,0,0.1301
2008-10-10,21.456,32.9659,5.9986,0,0.063
2008-10-10,22.715,32.277,5.03,0,0.111
2008-10-10,21.9883,33.1696,6.0469,0,0.0742
2008-10-10,22.92,32.19,4.46,0,0.1284
2008-10-10,21.646,33.0969,6.1238,0,0.0657
2008-10-10,23.06,32.173,4.7,0,0.1298
2008-10-10,22.4571,32.8969,6.1811,0,0.0854
2008-10-10,24.997,33.285,5.05,0,0.214
2008-10-10,22.8246,32.9015,5.9648,0,0.0992
2008-10-10,25.575,33.467,5.0,0,0.2511
2008-10-10,21.9149,32.5965,6.0447,0,0.0736
2008-10-10,25.186999999999998,33.512,4.31,0,0.2454
2008-10-10,20.7345,32.7714,6.2806,0,0.0477
2008-10-10,22.4232,32.6199,6.1129999999999995,0,0.0859
2008-10-10,25.746,33.438,4.69,0,0.2724
2008-10-10,22.2276,32.5358,6.0379,0,0.0817
2008-10-10,25.576,33.336999999999996,5.12,0,0.2483
2008-10-10,23.897,32.727,5.55,0,0.1474
2008-10-10,22.612,32.359,5.2,0,0.1047
2008-10-10,22.842,32.365,5.04,0,0.1151
2008-10-10,22.914,32.228,5.12,0,0.1169
2008-10-10,22.998,32.223,4.87,0,0.1242
2008-10-10,22.855999999999998,32.181,5.41,0,0.1103
2008-10-10,22.74,32.179,5.53,0,0.1046
2008-10-10,22.533,32.229,5.52,0,0.0979
2008-10-12,20.944000000000006,31.926,5.46,0,0.0591
2008-10-12,23.25,32.368,5.19,0,0.1281
2008-10-12,21.1203,32.6777,6.1306,0,0.0557
2008-10-12,21.5838,32.5483,6.0751,0,0.0657
2008-10-12,24.932,33.287,4.86,0,0.2151
2008-10-12,22.3096,32.6723,5.2738,0,0.0933
2008-10-12,25.524,33.358000000000004,5.13,0,0.2444
2008-10-12,23.2613,33.0323,5.8759,0,0.115
2008-10-12,25.881,33.42,5.02,0,0.2717
2008-10-12,22.6308,33.2684,6.0027,0,0.0919
2008-10-12,25.566,33.383,4.8,0,0.2569
2008-10-12,25.034000000000002,33.256,4.71,0,0.2256
2008-10-12,21.3478,33.0976,6.1588,0,0.0592
2008-10-12,21.5191,32.9177,6.1021,0,0.0635
2008-10-12,21.3025,33.0017,6.1558,0,0.0584
2008-10-12,25.947,33.51,4.67,0,0.287
2008-10-12,20.5733,33.2724,6.2257,0,0.0449
2008-10-12,25.986,33.374,4.71,0,0.2893
2008-10-12,20.1663,33.4504,6.2213,0,0.0389
2008-10-13,24.933000000000003,33.279,4.69,0,0.2198
2008-10-13,24.945999999999998,33.238,4.66,0,0.2216
2008-10-13,20.7732,33.0989,6.1133,0,0.0491
2008-10-13,25.521,33.376999999999995,4.61,0,0.2596
2008-10-13,20.8639,33.0554,6.0274,0,0.0513
2008-10-13,21.1494,33.0813,6.0137,0,0.0566
2008-10-13,22.2271,33.1529,6.067,0,0.0801
2008-10-13,22.8556,32.9273,5.7813,0,0.1028
2008-10-13,22.522,32.4527,5.9805,0,0.0908
2008-10-13,21.8394,32.5269,6.0399,0,0.0719
2008-10-13,20.9994,32.6859,5.9246,0,0.0551
2008-10-13,21.0436,32.6592,5.7282,0,0.0576
2008-10-13,21.5381,32.4532,6.1869,0,0.0638
2008-10-13,21.6041,32.4712,6.1286,0,0.0658
2008-10-13,21.8438,32.5081,6.1632,0,0.0708
2008-10-13,22.9245,32.6879,6.0318,0,0.102
2008-10-13,23.2388,33.0871,5.9636,0,0.1126
2008-10-13,23.1118,33.0928,6.0417,0,0.107
2008-10-13,21.9995,33.1404,6.1229,0,0.0737
2008-10-13,21.7236,33.1732,6.0972,0,0.0675
2008-10-14,21.6304,33.3391,6.0043,0,0.0661
2008-10-14,21.831999999999997,33.3575,5.9313,0,0.0714
2008-10-14,22.1105,33.2817,6.004,0,0.0775
2008-10-14,22.5995,33.0698,5.9141,0,0.0926
2008-10-14,23.7977,33.2659,5.6723,0,0.1389
2008-10-14,24.896,33.351,5.11,0,0.2062
2008-10-14,22.866999999999997,32.8422,5.9755,0,0.1006
2008-10-14,23.041,32.650999999999996,5.25,0,0.1182
2008-10-14,21.9288,32.6215,6.0943,0,0.0733
2008-10-14,21.8525,32.661,6.4341,0,0.0679
2008-10-14,21.7048,32.707,5.1593,0,0.0779
2008-10-14,22.899,32.38,5.38,0,0.1117
2008-10-14,22.072,31.840999999999998,5.56,0,0.0847
2008-10-14,21.849,31.785999999999998,5.42,0,0.0805
2008-10-14,21.999000000000002,31.738000000000003,5.14,0,0.0881
2008-10-14,21.579,31.74,5.25,0,0.0756
2008-10-14,21.581999999999997,31.729,5.19,0,0.0764
2008-10-14,21.834,31.97300000000001,5.04,0,0.0842
2008-10-15,22.048000000000002,31.91800000000001,5.14,0,0.0891
2008-10-15,22.441999999999997,32.14,4.89,0,0.1042
2008-10-15,21.816999999999997,31.9,5.2,0,0.082
2008-10-15,23.368000000000002,33.037,5.18,0,0.1309
2008-10-15,23.09800000000001,33.13,5.12,0,0.1211
2008-10-16,20.6592,32.7803,6.4043,0,0.0456
2008-10-16,20.761,32.7704,6.4977,0,0.0466
2008-10-16,23.326999999999998,33.411,4.1,0,0.1483
2008-10-16,21.7095,32.5028,6.4492,0,0.0649
2008-10-16,22.353,32.124,4.41,0,0.1084
2008-10-16,22.6208,32.4101,5.8766,0,0.0953
2008-10-16,17.93,32.689,4.76,0,0.023
2008-10-16,17.402,32.792,4.67,0,0.0194
2008-10-16,24.7861,33.4646,5.4327,0,0.1914
2008-10-16,24.7427,33.3692,5.6066,0,0.1852
2008-10-16,24.0855,33.2914,5.8428,0,0.1481
2008-10-16,23.9157,33.1372,5.7548,0,0.1428
2008-10-16,22.5729,32.3625,6.2245,0,0.0894
2008-10-16,20.1568,32.8108,5.9412,0,0.0412
2008-10-17,21.098000000000006,31.82800000000001,5.6388,0,0.0608
2008-10-17,21.46,31.609,5.6672,0,0.0686
2008-10-17,21.307,31.756999999999998,5.5394,0,0.0662
2008-10-17,21.029,31.785999999999998,5.6957,0,0.0589
2008-10-18,21.451,31.803,4.9997,0,0.0751
2008-10-18,20.175,32.132,5.5678,0,0.0446
2008-10-18,19.608,32.249,5.8093,0,0.0354
2008-10-18,19.629,32.439,6.2070000000000025,0,0.0334
2008-10-19,17.924,32.665,5.7951,0,0.0196
2008-10-19,20.078,32.396,5.5678,0,0.0429
2008-10-19,20.129,32.371,6.55,0,0.0377
2008-10-19,20.708000000000002,32.027,5.6246,0,0.0532
2008-10-19,20.753,32.02,5.7383,0,0.0531
2008-10-19,20.918000000000006,32.003,5.44,0,0.0587
2008-10-20,20.928,32.012,5.4258,0,0.059
2008-10-20,20.767,31.862,5.5394,0,0.0551
2008-10-20,20.395,32.24,5.6814,0,0.0472
2008-10-20,20.25,32.379,5.5820000000000025,0,0.0454
2008-10-20,19.026,32.458,5.4258,0,0.0305
2008-10-20,19.754,32.399,5.9229,0,0.0364
2008-10-21,19.373,32.437,5.5962,0,0.0335
2008-10-21,19.494,32.473,5.8235,0,0.0337
2008-10-21,20.503,32.225,5.5394,0,0.05
2008-10-21,20.52,32.154,5.6246,0,0.0497
2008-10-21,20.555999999999997,31.993000000000002,5.5962,0,0.0508
2008-10-21,20.684,31.894000000000002,5.511,0,0.0538
2008-10-22,20.225,32.15,5.44,0,0.0463
2008-10-22,20.423,31.971999999999998,5.7241,0,0.0476
2008-10-22,20.159000000000002,32.222,5.5252,0,0.0446
2008-10-22,20.039,32.324,5.4968,0,0.0429
2008-10-22,19.230999999999998,32.054,5.1133,0,0.0347
2008-10-29,23.44,33.131,5.6187,0,0.1257
2008-10-29,23.49,33.155,4.7536,0,0.1436
2008-10-29,23.28,33.048,4.7764,0,0.1346
2008-10-29,23.34,33.12,4.5002,0,0.1421
2008-10-29,23.9,33.35,4.3707,0,0.17
2008-10-30,24.15,33.6,4.0669,0,0.1891
2008-10-30,23.81,33.47,4.2597,0,0.1675
2008-10-30,25.36,33.75,4.7244,0,0.2435
2008-10-30,25.24,32.24,4.6267,0,0.2462
2008-10-30,25.05,33.711,4.1708,0,0.2395
2008-10-30,24.98,33.799,4.6788,0,0.2205
2008-10-30,24.77,33.675,4.7629,0,0.2063
2008-10-30,24.56,33.508,4.5567,0,0.2003
2008-10-30,23.96,33.45,4.6485,0,0.1665
2008-10-30,23.9,33.577,4.2255,0,0.1724
2008-10-30,23.27,33.179,4.4998,0,0.1389
2008-10-30,22.7,32.775999999999996,4.7513,0,0.1135
2008-10-30,22.73,32.426,4.728,0,0.1159
2008-10-31,22.89,32.795,4.6825,0,0.1215
2008-10-31,22.99,33.123000000000005,4.1113,0,0.1345
2008-10-31,22.34,32.512,4.8424,0,0.1006
2008-10-31,22.66,32.489000000000004,4.7282,0,0.1132
2008-10-31,22.04,32.236999999999995,4.7473,0,0.0933
2008-10-31,21.83,32.195,4.907,0,0.0852
2008-10-31,22.14,32.528,4.8198,0,0.0946
2008-10-31,22.75,32.951,4.7856,0,0.1142
2008-10-31,23.79,33.489000000000004,4.6257,0,0.1586
2008-10-31,24.47,33.532,4.797,0,0.1892
2008-10-31,24.57,33.613,4.7016,0,0.1967
2008-11-01,24.86,33.816,4.6371,0,0.2143
2008-11-01,24.73,33.799,4.7513,0,0.2037
2008-12-07,16.187,33.639,5.24,0,0.0113
2008-12-07,15.953,33.637,5.37,0,0.0102
2008-12-07,15.708,33.55,5.5,0,0.0092
2008-12-07,18.942999999999998,33.891999999999996,5.62,0,0.0277
2008-12-07,18.898,33.881,5.58,0,0.0275
2008-12-07,18.986,33.935,5.54,0,0.0284
2008-12-07,14.979000000000001,33.463,5.475,0,0.0072
2008-12-07,15.091,33.626999999999995,5.41,0,0.0075
2008-12-07,14.685,33.501,5.655,0,0.0063
2008-12-07,13.398,33.260999999999996,5.9,0,0.0039
2008-12-07,16.215,33.644,6.145,0,0.0099
2008-12-08,16.805999999999994,33.345,6.39,0,0.0119
2008-12-08,18.694000000000006,33.775,5.755,0,0.025
2008-12-08,20.148,34.181999999999995,5.755,0,0.0407
2008-12-08,19.701,34.059,5.12,0,0.0386
2008-12-08,20.215,34.172,5.37,0,0.0442
2008-12-08,14.04,33.402,5.62,0,0.005
2008-12-08,14.55,33.188,5.63,0,0.0061
2008-12-08,14.402999999999999,33.589,5.64,0,0.0057
2008-12-08,13.415,33.285,5.8225,0,0.0039
2008-12-08,11.856,33.086999999999996,6.005,0,0.0022
2008-12-08,12.216,33.039,6.1875,0,0.0024
2008-12-08,12.338,33.077,6.37,0,0.0025
2008-12-08,15.184000000000001,33.711,6.02,0,0.007
2008-12-09,12.6705,33.6883,6.7202,0,0.0026
2008-12-09,14.6132,33.8265,6.0241,0,0.0057
2008-12-09,15.2983,33.7831,6.2447,0,0.0071
2008-12-09,14.7629,33.8154,6.4409,0,0.0057
2008-12-09,17.855,33.583,5.67,0,0.019
2008-12-09,13.9668,33.8265,6.7126,0,0.0041
2008-12-09,19.776,34.099000000000004,5.585,0,0.0369
2008-12-09,19.462,34.059,5.5,0,0.0336
2008-12-09,14.4388,33.8108,6.4052,0,0.0051
2008-12-09,20.438,34.229,5.38,0,0.0475
2008-12-09,14.5703,33.7669,6.54,0,0.0052
2008-12-09,20.505,34.211,5.58,0,0.0472
2008-12-09,20.825,34.22,5.78,0,0.051
2008-12-09,20.558000000000003,34.194,5.64,0,0.0476
2008-12-10,13.943,33.9086,6.7983,0,0.004
2008-12-10,20.903000000000002,34.185,5.5,0,0.0546
2008-12-10,12.7258,33.9073,7.0427,0,0.0025
2008-12-10,20.987,34.221,5.49,0,0.0562
2008-12-10,13.6576,33.9201,6.881,0,0.0036
2008-12-10,20.477,34.21,5.48,0,0.0474
2008-12-10,14.3524,33.8045,6.5718,0,0.0048
2008-12-10,20.121,34.175,5.45,0,0.0423
2008-12-10,14.6227,33.9037,6.6086,0,0.0052
2008-12-10,20.178,34.179,5.42,0,0.0433
2008-12-10,14.2272,33.8151,6.5587,0,0.0046
2008-12-10,14.4581,33.8173,6.5121,0,0.005
2008-12-10,14.4799,33.8102,6.5760000000000005,0,0.005
2008-12-10,15.0109,33.8615,6.093,0,0.0065
2008-12-10,15.0425,33.8901,5.8468,0,0.0068
2008-12-10,14.0751,33.7842,6.3807,0,0.0045
2008-12-10,14.9191,33.8538,6.1351,0,0.0063
2008-12-10,15.440999999999999,33.8494,6.2201,0,0.0074
2008-12-10,15.2108,33.8268,6.2071,0,0.0069
2008-12-10,14.2913,33.8243,6.5747,0,0.0047
2008-12-10,14.3622,33.9014,6.6613,0,0.0047
2008-12-11,15.7365,33.8633,6.3929,0,0.008
2008-12-11,14.1964,33.9099,6.6408,0,0.0045
2008-12-11,14.0519,33.883,6.827000000000001,0,0.0041
2008-12-11,14.3311,33.874,6.4308,0,0.0049
2008-12-12,16.4682,33.8404,6.3053,0,0.0105
2008-12-12,16.0426,33.7116,6.4498,0,0.0089
2008-12-12,19.498,34.069,5.66,0,0.0332
2008-12-12,15.9111,33.779,6.2933,0,0.0087
2008-12-12,19.366,34.008,5.9,0,0.0306
2008-12-12,15.6993,33.8177,6.3672,0,0.008
2008-12-12,19.077,33.92,5.88,0,0.0279
2008-12-12,16.1485,33.826,6.3603,0,0.0093
2008-12-12,19.017,33.933,5.86,0,0.0274
2008-12-12,15.584000000000001,33.8931,6.0352,0,0.008
2008-12-12,17.877,33.553000000000004,5.86,0,0.0186
2008-12-12,14.2329,33.8584,6.3335,0,0.0048
2008-12-12,15.1952,33.8741,6.2879,0,0.0067
2008-12-12,15.5857,33.8911,6.2948,0,0.0077
2008-12-12,16.73,33.055,5.86,0,0.0126
2008-12-12,15.4939,33.8129,5.9559,0,0.0079
2008-12-12,15.4076,33.8159,6.1385,0,0.0074
2008-12-12,16.779,33.233000000000004,5.86,0,0.0128
2008-12-12,16.0864,33.8198,6.0363,0,0.0096
2008-12-12,16.6997,33.931,6.0011,0,0.0119
2008-12-12,18.623,34.028,5.73,0,0.0243
2008-12-13,16.1227,33.778,6.2559,0,0.0094
2008-12-13,18.748,34.035,5.6,0,0.0259
2008-12-13,18.76,33.966,5.655,0,0.0258
2008-12-13,16.0048,33.7864,6.2453,0,0.009
2008-12-13,18.998,34.056,5.71,0,0.0277
2008-12-13,15.5607,33.3929,4.9419,0,0.0096
2008-12-13,18.904,34.043,5.725,0,0.0268
2008-12-13,18.87,34.007,5.74,0,0.0264
2008-12-13,16.0007,33.791,6.2543,0,0.009
2008-12-13,18.725,34.03,5.68,0,0.0254
2008-12-13,16.2093,33.8014,6.2704,0,0.0097
2008-12-13,17.892,33.755,5.62,0,0.0193
2008-12-13,16.0079,33.8001,6.1834,0,0.0091
2008-12-13,16.32,33.43,5.53,0,0.0114
2008-12-13,16.1548,33.7951,6.191,0,0.0096
2008-12-13,14.894,33.209,5.44,0,0.007
2008-12-13,14.857000000000001,33.243,5.44,0,0.0069
2008-12-13,16.4225,33.8478,6.1572,0,0.0106
2008-12-13,16.4326,33.8683,6.2249,0,0.0105
2008-12-13,16.0607,33.8827,6.055,0,0.0095
2008-12-13,15.9785,33.7389,6.2668,0,0.0089
2008-12-13,15.8929,33.9465,6.0114,0,0.009
2008-12-13,15.9354,33.9589,5.9156,0,0.0092
2008-12-15,17.035999999999998,33.71,5.3564,0,0.0149
2008-12-15,13.386,33.150999999999996,5.2570000000000014,0,0.0043
2008-12-16,12.99,32.681,5.3564,0,0.0037
2008-12-16,13.3,32.351,5.9105,0,0.0038
2008-12-16,13.56,32.31,5.5695,0,0.0044
2008-12-16,14.8449,33.9324,6.0927,0,0.0061
2008-12-16,14.0443,32.978,4.9586,0,0.0057
2008-12-16,12.16,32.638000000000005,5.8821,0,0.0025
2008-12-16,15.9203,33.8327,6.1307,0,0.0089
2008-12-16,11.878,32.821,6.0384,0,0.0022
2008-12-16,16.6098,33.8472,6.1128,0,0.0114
2008-12-16,17.5689,33.9752,6.189,0,0.0157
2008-12-16,12.21,33.147,5.2001,0,0.0028
2008-12-16,18.1662,33.957,5.9623,0,0.02
2008-12-16,18.0893,34.0023,5.8744,0,0.0198
2008-12-16,18.8846,34.2267,5.888999999999999,0,0.0258
2008-12-16,16.801,34.113,5.8232,0,0.0127
2008-12-16,14.7274,33.9041,6.2023,0,0.0058
2008-12-17,12.085999999999999,32.938,6.2799,0,0.0023
2008-12-17,11.132,32.72,6.1379,0,0.0017
2008-12-23,11.09,32.951,5.9105,0,0.0017
2008-12-23,11.270999999999999,33.084,5.5127,0,0.0019
2008-12-24,10.675,32.955,5.8537,0,0.0015
2008-12-24,11.01,33.02,5.5411,0,0.0018
2008-12-24,10.54,32.813,6.0242,0,0.0014
2008-12-24,10.42,32.808,6.081,0,0.0013
2008-12-24,9.57,32.791,5.7685,0,0.001
2008-12-24,10.45,32.821999999999996,5.74,0,0.0014
2008-12-24,11.04,32.788000000000004,6.2089,0,0.0016
2008-12-24,9.8,32.575,6.1379,0,0.0011
2008-12-24,9.69,32.493,6.0952,0,0.001
2008-12-27,10.07,32.579,5.8253,0,0.0012
2008-12-27,9.85,32.699,6.1379,0,0.0011
2008-12-27,9.06,32.748000000000005,5.9816,0,0.0008
2008-12-27,9.24,32.754,6.2089,0,0.0009
2008-12-27,9.77,32.793,6.3226,0,0.001
2008-12-27,9.37,32.773,6.6636,0,0.0008
2008-12-27,9.02,32.705999999999996,6.2657,0,0.0008
2008-12-28,8.57,32.621,6.5783,0,0.0006
2008-12-28,9.24,32.425,6.351,0,0.0008
2008-12-28,8.19,32.025999999999996,6.5073,0,0.0006
2009-02-04,17.47,34.48,5.8294,0,0.0158
2009-02-04,17.27,34.48,5.756,0,0.0149
2009-02-04,16.88,34.39,6.1785,0,0.0122
2009-02-04,16.67,34.3,6.0758,0,0.0116
2009-02-04,15.81,34.08,6.5441,0,0.008
2009-02-04,15.1,33.89,6.2733,0,0.0065
2009-02-04,15.18,33.99,6.5133,0,0.0064
2009-02-04,14.37,33.94,6.5845,0,0.0048
2009-02-04,12.01,33.31,6.7265,0,0.0021
2009-02-04,9.3,32.11,7.1035,0,0.0008
2009-02-05,9.14,32.17,7.1494,0,0.0007
2009-02-05,9.58,32.27,7.0808,0,0.0009
2009-02-05,9.91,32.33,6.9435,0,0.001
2009-02-05,11.97,33.18,6.7379,0,0.002
2009-02-05,13.05,33.51,6.6012,0,0.003
2009-02-05,14.17,33.78,6.6354,0,0.0045
2009-02-05,14.81,33.84,6.2925,0,0.0059
2009-02-05,13.523,34.315,5.29,0,0.0043
2009-02-05,15.145999999999999,34.407,5.43,0,0.0075
2009-02-05,16.51,34.26,6.0025,0,0.0111
2009-02-05,14.198,34.352,5.57,0,0.0052
2009-02-05,17.47,34.42,6.1737,0,0.015
2009-02-05,17.68,34.47,5.7971,0,0.0171
2009-02-05,15.422,34.426,5.04,0,0.0087
2009-02-05,19.16,34.55,5.7401,0,0.0288
2009-02-05,13.940999999999999,34.372,5.865,0,0.0046
2009-02-06,13.287,34.306,6.69,0,0.0032
2009-02-06,11.345,34.135,6.46,0,0.0017
2009-02-06,11.65,34.135,6.22,0,0.0019
2009-02-06,10.452,34.076,6.11,0,0.0013
2009-02-06,12.617,34.223,6.0,0,0.0028
2009-02-06,17.19,34.31,6.1329,0,0.0138
2009-02-06,15.605,34.419000000000004,5.88,0,0.0082
2009-02-06,16.26,34.17,6.0299,0,0.0101
2009-02-06,15.69,34.388000000000005,5.77,0,0.0086
2009-02-06,14.84,33.83,5.9956,0,0.0062
2009-02-06,16.065,34.471,6.88,0,0.0082
2009-02-06,16.233,34.475,7.43,0,0.008
2009-02-06,13.26,33.59,6.3533,0,0.0034
2009-02-06,13.26,33.59,6.3533,0,0.0034
2009-02-06,16.291,34.476,7.98,0,0.0075
2009-02-06,12.2,33.37,6.6475,0,0.0022
2009-02-06,16.099,34.445,6.85,0,0.0084
2009-02-06,11.1,32.99,6.7503,0,0.0015
2009-02-06,15.207,34.402,5.71,0,0.0073
2009-02-06,10.69,32.8,6.8698,0,0.0013
2009-02-06,11.398,33.914,5.98,0,0.0018
2009-02-06,13.34,34.29,6.24,0,0.0035
2009-02-06,11.629000000000001,33.938,6.35,0,0.0019
2009-02-06,10.923,34.078,6.45,0,0.0014
2009-02-06,10.56,33.05,7.0961,0,0.0012
2009-02-06,9.227,33.758,6.56,0,0.0008
